app_name,username,rating,review,date,thumbs_up,review_length,review_clean
Netflix,ucup markucup19,1,Netflix anjj gw mau refaund aja susah bat,2026-05-26 04:44:45,0,41,netflix anjj gw mau refaund aja susah bat
Netflix,Muh Qital,1,"Error mulu, bayar mahal2 buat aplikasi sejelek ini.. Rugi rugiii... Jgn ada yg langganan lg mending, sumpah jelek bgt nih aplikasi",2026-05-26 03:20:22,0,130,error mulu bayar mahal buat aplikasi sejelek ini rugi rugiii jgn ada yg langganan lg mending sumpah jelek bgt nih aplikasi
Netflix,Rizwan Sr,1,buruk rupa,2026-05-26 00:54:42,0,10,buruk rupa
Netflix,Chey Nda,1,BUATKAN FITUR ATUR RESOLUSI SENDIRI TANPA HARUS MENGIKUTI JARINGAN SAJA. MENYESAL BELI PREMIUM TAPI TIDAK BISA HD KARENA DEVICE ATAU JARINGAN LAH,2026-05-26 00:23:34,0,145,buatkan fitur atur resolusi sendiri tanpa harus mengikuti jaringan saja menyesal beli premium tapi tidak bisa hd karena device atau jaringan lah
Netflix,Lisa Margaretha Sugiarto,5,aku suka bgt sama aplikasi nonton terbaik Netflix Best bgt 😍😭❤,2026-05-25 22:10:21,0,62,aku suka bgt sama aplikasi nonton terbaik netflix best bgt
Netflix,Nova Marishka,5,sangat asyik sampai hampir lupa segalanya 😜,2026-05-25 17:14:05,0,43,sangat asyik sampai hampir lupa segalanya
Netflix,Jihad Magfirah,1,satu satunya aplikasi yang bikin pusing pas mau daftar,2026-05-25 15:59:18,0,54,satu satunya aplikasi yang bikin pusing pas mau daftar
Netflix,note four,4,ada lumayan banyak film anime seru cuma bahasa nya inggris bukan indo jadi gw kasih bintang 4,2026-05-25 15:31:04,0,93,ada lumayan banyak film anime seru cuma bahasa nya inggris bukan indo jadi gw kasih bintang
Netflix,novita andriyani,5,ggod,2026-05-25 15:27:32,0,4,ggod
Netflix,alucard skin legend,5,🔥🔥,2026-05-25 15:16:57,0,2,
Netflix,Yuni Rosita,5,bagus aplikasi nonton film rekomen deh,2026-05-25 14:48:25,0,38,bagus aplikasi nonton film rekomen deh
Netflix,Yasin Fatahillah,1,ga bisa masuk aplikasi nya,2026-05-25 13:22:16,0,26,ga bisa masuk aplikasi nya
Netflix,Hi malaya,1,"udah cape"" ngapalin email + password endingnya tetap disuruh verifikasi code juga pas login bikin cape aja menyulitkan...",2026-05-25 11:25:48,0,121,udah cape ngapalin email password endingnya tetap disuruh verifikasi code juga pas login bikin cape aja menyulitkan
Netflix,Arunia Fitri,2,aplikasi nya motong saldo,2026-05-25 09:34:31,0,25,aplikasi nya motong saldo
Netflix,Vicky refly Renaldi,1,bos gua gak maen apk kenapa kena potongan,2026-05-25 09:23:27,0,41,bos gua gak maen apk kenapa kena potongan
Netflix,Siauw Diana,1,"apaan da ini netflix,ga lengkap film2 ny,ms 10 rekomendasi dr toktok mlh ketemu ny di lok2.pdhl u yg byr loh netflix,mlh u yg ga da 1 pun.lok2 ketemu 7 film itu ada semua.parah ga lengkp.netflix film ny lama2 jg,bosen.oh ya,dan jg mau dowload pun susahny mnta ampun,gmpng di lok2 wlupun nntn iklan dlu.ini di netflix da byr,tp ga bs lht ofline,di download gagal melulu",2026-05-25 08:52:30,0,368,apaan da ini netflix ga lengkap film ny ms rekomendasi dr toktok mlh ketemu ny di lok pdhl u yg byr loh netflix mlh u yg ga da pun lok ketemu film itu ada semua parah ga lengkp netflix film ny lama jg bosen oh ya dan jg mau dowload pun susahny mnta ampun gmpng di lok wlupun nntn iklan dlu ini di netflix da byr tp ga bs lht ofline di download gagal melulu
Netflix,ucok Jarot,2,Memberi pelajaran anak sekolah?,2026-05-25 06:47:30,0,31,memberi pelajaran anak sekolah
Netflix,Irsyadi Syadi,1,sudah 2 kali uang saya di tarik di dana tapi apk tidak bisa di buka gimana ini rugi uang padahal password sama email udah bener,2026-05-25 01:35:35,0,127,sudah kali uang saya di tarik di dana tapi apk tidak bisa di buka gimana ini rugi uang padahal password sama email udah bener
Netflix,ComiconOGlog,5,"banyak judul² film bergenre sci fi, horor sama apocalypse, khususnya film horor Indonesia yang lumayan banyak, harga langganan juga gak mahal² bgt.",2026-05-25 00:56:48,0,147,banyak judul film bergenre sci fi horor sama apocalypse khususnya film horor indonesia yang lumayan banyak harga langganan juga gak mahal bgt
Netflix,Arie Subowo,1,"kacau saya sudah berhenti ikut berlangganan keanggotaan tapi saldo Dana saya terus tersedot,apakah ada yang sama",2026-05-24 22:53:07,0,112,kacau saya sudah berhenti ikut berlangganan keanggotaan tapi saldo dana saya terus tersedot apakah ada yang sama
Netflix,Egi Sahrul G,3,perbaiki bug tidak bisa putar movie locke & key aplikasi malah jadi tidak menanggapi.,2026-05-24 21:23:57,0,85,perbaiki bug tidak bisa putar movie locke key aplikasi malah jadi tidak menanggapi
Netflix,dophine cane,1,apk tolol,2026-05-24 21:09:50,0,9,apk tolol
Netflix,Moch Yusuf Giri Nugraha,2,"subtitle bahasa indonesia pada serial Berlin and The Lady with an Ermain sering macet tiba-tiba, menyebalkan!",2026-05-24 20:42:40,0,109,subtitle bahasa indonesia pada serial berlin and the lady with an ermain sering macet tiba tiba menyebalkan
Netflix,Febrian Mahdinata,1,"Terjadi kesalahan, padahal akun tidak ada yg menggunakan tpi terjadi banyak perangkat yang menggunakannya. Saya bener² kecewa, sudah membeli tpi tidak bisa digunakan sama sekali 😇😇",2026-05-24 20:08:51,0,180,terjadi kesalahan padahal akun tidak ada yg menggunakan tpi terjadi banyak perangkat yang menggunakannya saya bener kecewa sudah membeli tpi tidak bisa digunakan sama sekali
Netflix,Yusuf Akbar,5,aplikasi Entertainment yang oke,2026-05-24 18:54:50,0,31,aplikasi entertainment yang oke
Netflix,Zee Laundry,5,nice,2026-05-24 18:29:36,0,4,nice
Netflix,Ahmad Bukhori,1,"Berasa kaya nonton bajakan,, brenyek dan pecah² gambarnya udah kaya cd rusak!!!!!",2026-05-24 17:39:04,0,81,berasa kaya nonton bajakan brenyek dan pecah gambarnya udah kaya cd rusak
Netflix,Putu Ari,1,tidak bisa d buka di hp,2026-05-24 15:11:40,0,23,tidak bisa d buka di hp
Netflix,gabut ajja,5,baguss,2026-05-24 13:58:13,0,6,baguss
Netflix,Archie Dylan,1,gabisa nonton di tablet,2026-05-24 13:40:17,0,23,gabisa nonton di tablet
Netflix,abie rapfael,1,"i hate your new fiture about household when i just want to chill but i can't because you denied my access for not having the same internet connection with my family. usually it was fine, i was in a different city with my family and i still can watch any movie. but now, you did what you think was good but it's actually the WORST...",2026-05-24 09:53:23,0,332,i hate your new fiture about household when i just want to chill but i can t because you denied my access for not having the same internet connection with my family usually it was fine i was in a different city with my family and i still can watch any movie but now you did what you think was good but it s actually the worst
Netflix,Alhi Zuko,5,gg apk nonton,2026-05-24 07:22:33,0,13,gg apk nonton
Netflix,diana darmilawati,5,bagus,2026-05-24 04:05:20,0,5,bagus
Netflix,ulum putra,5,Bagus,2026-05-24 04:05:18,0,5,bagus
Netflix,Saifur Rohman,5,tolong perbaiki masalah bug..pas mau nonton ehhh g bisa respon,2026-05-24 03:00:53,0,62,tolong perbaiki masalah bug pas mau nonton ehhh g bisa respon
Netflix,Pepuk Kila,5,ok,2026-05-24 00:44:58,0,2,ok
Netflix,Bapa Opo,5,Ok,2026-05-23 22:10:50,0,2,ok
Netflix,Choirul Apipudin,5,mantap,2026-05-23 22:10:03,0,6,mantap
Netflix,Muhammad Abbas,5,filmnya update terbaru terus,2026-05-23 19:36:24,0,28,filmnya update terbaru terus
Netflix,Yeni Dewi Agustiana,1,"padahal sudah daftar langganan, saldo juga sudah berkurang kenapa malah gak berhasil. aplikasi bodoh",2026-05-23 17:54:00,0,100,padahal sudah daftar langganan saldo juga sudah berkurang kenapa malah gak berhasil aplikasi bodoh
Netflix,Mike Wijaya,1,Mj forever 👑,2026-05-23 17:38:41,0,12,mj forever
Netflix,yu uy,5,"bagus apknya, banyak banget pilihan film nya.",2026-05-23 14:07:39,0,45,bagus apknya banyak banget pilihan film nya
Netflix,Hunter Hulu Negri,1,"Tolonglah netflik, film yg gua download knp begitu diputar sering nyangkut2 sih😭",2026-05-23 13:48:32,5,80,tolonglah netflik film yg gua download knp begitu diputar sering nyangkut sih
Netflix,Aisya,1,"ga jelas, ribet buat akunnya",2026-05-23 12:35:33,0,28,ga jelas ribet buat akunnya
Netflix,Rarity 12 My Little Pony Equestria Girl,1,sulit untuk login,2026-05-23 12:30:19,0,17,sulit untuk login
Netflix,Nofal Nofal,1,saya tidak suka berlangganan mahal sekali perbulan nya tolong lah di ubah tidak ada metode membayar mahal,2026-05-23 10:16:53,0,105,saya tidak suka berlangganan mahal sekali perbulan nya tolong lah di ubah tidak ada metode membayar mahal
Netflix,Rafa,5,i di free don't please movie old,2026-05-23 09:54:01,0,32,i di free don t please movie old
Netflix,linda susanti06,1,anehh hpku pake download apk lain bisaa tapi download netflix stuck di 78%,2026-05-23 09:21:00,0,74,anehh hpku pake download apk lain bisaa tapi download netflix stuck di
Netflix,inka Limpele,5,very good place to watch and all movies are available,2026-05-23 09:08:31,0,53,very good place to watch and all movies are available
Netflix,Riswan Doank,1,"banyak sekali film yang nggak ada, berasa rugi sekali bayar",2026-05-23 08:45:40,0,59,banyak sekali film yang nggak ada berasa rugi sekali bayar
Netflix,Hilda Kristiani,1,TOLONGLAH.. SUDAH LANGGANAN NETFLIX TAPI GAK BISA MUTER FILMNYA. MALAH LAYAR HITAM DOANG.,2026-05-22 23:17:56,0,89,tolonglah sudah langganan netflix tapi gak bisa muter filmnya malah layar hitam doang
Netflix,Mohammad Rizki Almaudani,1,aplikasi berbayar tapi kualitas nya jelek banget,2026-05-22 22:16:08,0,48,aplikasi berbayar tapi kualitas nya jelek banget
Netflix,Nandita Pauzi,5,"sebenar nya ga sudiiiii aku kasi reting 5 tapi supaya banyak yang bisa baca aja, jangan download ini deh sumpahhhhhhb udah mahal bayar, malah ga bisa di pake anjirrrr ngeloding mulu, udah di dowload juga sama aja, iya iya bayarnya murah inj 185 anjirrr angussa, GAUSAHH DI DOWNLOAD",2026-05-22 20:08:46,0,281,sebenar nya ga sudiiiii aku kasi reting tapi supaya banyak yang bisa baca aja jangan download ini deh sumpahhhhhhb udah mahal bayar malah ga bisa di pake anjirrrr ngeloding mulu udah di dowload juga sama aja iya iya bayarnya murah inj anjirrr angussa gausahh di download
Netflix,Caca_joya,2,developer tolong kasih opsi untuk memilih resolusi video yg diinginkan. masa udh langganan tpi ga bisa pilih resolusi? kualitas video selalu tergantung pada jaringan jd bisa berubah-ubah. tolong beri kemudahan bagi pengguna yg membayar.,2026-05-22 19:35:30,0,236,developer tolong kasih opsi untuk memilih resolusi video yg diinginkan masa udh langganan tpi ga bisa pilih resolusi kualitas video selalu tergantung pada jaringan jd bisa berubah ubah tolong beri kemudahan bagi pengguna yg membayar
Netflix,Asyifa Safira,5,sangat menghibur,2026-05-22 19:23:32,0,16,sangat menghibur
Netflix,Pillar Irma,2,kok ga bisa putar film..udah langganan kayak begini. Benar² kecewa banget,2026-05-22 18:59:01,0,73,kok ga bisa putar film udah langganan kayak begini benar kecewa banget
Netflix,sinyo bastian,2,"sudah logout tapi masih kena potong tarif langganan bulanan, parah nih",2026-05-22 18:40:52,0,70,sudah logout tapi masih kena potong tarif langganan bulanan parah nih
Netflix,Tedi Nadia,1,SHOWING MISINFORMATION AND HATRED,2026-05-22 18:20:21,0,33,showing misinformation and hatred
Netflix,Sri wahyuni Hatta,5,Sekarang juga!,2026-05-22 14:32:20,0,14,sekarang juga
Netflix,onee chan,4,sejauh ini lancar dan aman. hanya saja saran untuk subtitle untuk gunakan font yang ada borderline nya. supaya tetap bisa dibaca jika latar berwarna sama dengan subtitle. karena itu jadi hal yang mengganggu karena jadi tertinggal alur cerita karena subtitle yang tidak terbaca sebab sewarna dengan latar,2026-05-22 14:11:56,1,303,sejauh ini lancar dan aman hanya saja saran untuk subtitle untuk gunakan font yang ada borderline nya supaya tetap bisa dibaca jika latar berwarna sama dengan subtitle karena itu jadi hal yang mengganggu karena jadi tertinggal alur cerita karena subtitle yang tidak terbaca sebab sewarna dengan latar
Netflix,Hariansyah,1,"aplikasi payah...""Terjadi kesalahan. Coba lagi dalam beberapa menit"" ...tapi ini udah berminggu-minggu. Tolong dong develpoer perbaiki..rugi jdinya.",2026-05-22 09:53:46,0,148,aplikasi payah terjadi kesalahan coba lagi dalam beberapa menit tapi ini udah berminggu minggu tolong dong develpoer perbaiki rugi jdinya
Netflix,Giman Arpas,4,tidak bisa login tapi seperti nya bagus,2026-05-21 23:45:32,0,39,tidak bisa login tapi seperti nya bagus
Netflix,ayaa haev,1,"leboh suka fitur lama daripada updetan sekarang, suka terjadi kesalahan. masuk hrs lewat kode email",2026-05-21 22:47:22,0,99,leboh suka fitur lama daripada updetan sekarang suka terjadi kesalahan masuk hrs lewat kode email
Netflix,Muhammad Aji Alfarizi,1,aplikasi bobrok udah langganan lewat myxl pas login suruh langganan lagi ga jelas buang buang duit aja,2026-05-21 22:29:02,0,102,aplikasi bobrok udah langganan lewat myxl pas login suruh langganan lagi ga jelas buang buang duit aja
Netflix,Agung Rizqi,4,kenapa tiba2 sya nonton layarnya redup tp kalau sedang tdk menonton layarnya terang ..film nya jd gelap semua..tolong donk aplikasinya butuh diapain supaya terang sprti semula,2026-05-21 21:23:37,0,175,kenapa tiba sya nonton layarnya redup tp kalau sedang tdk menonton layarnya terang film nya jd gelap semua tolong donk aplikasinya butuh diapain supaya terang sprti semula
Netflix,Dani Pratomo,1,"2025-2026 people in the third world supposed to allocate money for something more profitable than netflix subscriptions (*) verdict uninstall from all devices, thank Alloh i don't have account yet",2026-05-21 20:22:07,0,196,people in the third world supposed to allocate money for something more profitable than netflix subscriptions verdict uninstall from all devices thank alloh i don t have account yet
Netflix,New Jaguard,1,apk sampah,2026-05-21 19:49:48,0,10,apk sampah
Netflix,Iky Iki,1,duit saya tiba tiba hilang di dana gk tau kenapa terus ada tulisan Netflix,2026-05-21 19:47:31,0,74,duit saya tiba tiba hilang di dana gk tau kenapa terus ada tulisan netflix
Netflix,Miftahul ja858,2,"device sudah Widevine L1 jaringan bagus tapi kenapa resolusi video jelek banget, mana kalau download lama banget lagi, uda bayar mahal mahal lebih jernih nonton di lok lok",2026-05-21 19:41:07,0,171,device sudah widevine l jaringan bagus tapi kenapa resolusi video jelek banget mana kalau download lama banget lagi uda bayar mahal mahal lebih jernih nonton di lok lok
Netflix,Bintang Kecil,4,dr segi kualitas film tdk ad yg kurang sih. cm masih bnyak drama yg tdk tersedia di sini.,2026-05-21 19:40:36,0,89,dr segi kualitas film tdk ad yg kurang sih cm masih bnyak drama yg tdk tersedia di sini
Netflix,Fiq Hafiq,5,best,2026-05-21 17:28:28,0,4,best
Netflix,Ferdi An,5,Agus dan oke,2026-05-21 17:22:31,0,12,agus dan oke
Netflix,Nugie Ardiansyah,1,eror trus pas login jadi ga bisa login',2026-05-21 16:59:23,0,39,eror trus pas login jadi ga bisa login
Netflix,Emtaztea,5,"sengaja kasih bintang lima supaya terbaca oleh netflix, jangan di persulit dong cara loginnya harus pake verifikasi lah inilah itulahhh, gue juga beli kaliii, kenapa di persulit? please lah netflix buat mudah aja cara loginnya kayak dulu, jangan update sesusah ini, buat login aja susahhhhhhhh minta ampun, plis dehhh ubah lagi ke awal biar login lebih mudah dan pelanggan lebih nyaman, toh juga gue berlangganan udah lama, setia banget kan gue, tolong di perbaiki yaa!!",2026-05-21 16:57:58,1,470,sengaja kasih bintang lima supaya terbaca oleh netflix jangan di persulit dong cara loginnya harus pake verifikasi lah inilah itulahhh gue juga beli kaliii kenapa di persulit please lah netflix buat mudah aja cara loginnya kayak dulu jangan update sesusah ini buat login aja susahhhhhhhh minta ampun plis dehhh ubah lagi ke awal biar login lebih mudah dan pelanggan lebih nyaman toh juga gue berlangganan udah lama setia banget kan gue tolong di perbaiki yaa
Netflix,FAHMA IRMA SORAYA,1,"mau login aja ribet banget skrg udah pake pass disuruh pake kode lagi buat apa? udah pake kode login juga disuruh otp lagi, customer beli bukannya dipermudah malah dipersulit. aneh kebijakannya",2026-05-21 14:49:19,0,193,mau login aja ribet banget skrg udah pake pass disuruh pake kode lagi buat apa udah pake kode login juga disuruh otp lagi customer beli bukannya dipermudah malah dipersulit aneh kebijakannya
Netflix,Latif Setiawan,5,bgus,2026-05-21 14:46:28,0,4,bgus
Netflix,Bambang Adip,1,"720p busuk bener kualitasnya, kalah sama youtube ma vidio",2026-05-21 13:59:57,0,57,p busuk bener kualitasnya kalah sama youtube ma vidio
Netflix,Nizar Maulana,1,"mau langganan ribet bgt, pake e wallet gabisa, pake bank gabisa dibilang saldo terlalu sedikit, kalo ganiat bikin langganan gausa dibikin langganan",2026-05-21 13:55:11,0,147,mau langganan ribet bgt pake e wallet gabisa pake bank gabisa dibilang saldo terlalu sedikit kalo ganiat bikin langganan gausa dibikin langganan
Netflix,Yurisco haikal tasti,1,balikin use pw aja dong gausah verif bikin ribet.,2026-05-21 12:49:33,0,49,balikin use pw aja dong gausah verif bikin ribet
Netflix,Reni Anggraeni,1,"kesell baangt sama aplksi ini aplikasi udah ada bawaan hp g pernah d pake juga .tetibaa nyangkut d email hp , main ambil aja uang yg ada di dana . padahal saya ga pernah nnton Netflix .kesell bgt",2026-05-21 12:18:42,0,195,kesell baangt sama aplksi ini aplikasi udah ada bawaan hp g pernah d pake juga tetibaa nyangkut d email hp main ambil aja uang yg ada di dana padahal saya ga pernah nnton netflix kesell bgt
Netflix,Richie Wardhana,1,aplikasi tolol buang buang duit aja,2026-05-21 11:39:07,0,35,aplikasi tolol buang buang duit aja
Netflix,ulul kholidah24,1,sudah berhenti dari keanggotaan tapi tetap kena bulanan aneh,2026-05-21 10:38:24,0,60,sudah berhenti dari keanggotaan tapi tetap kena bulanan aneh
Netflix,Arinaa Wulandari,5,tayangin film indonesia honeymoon 2013 dan film Bollywood nya lebih banyak lagi seperti happy new years dan lainnya,2026-05-21 05:46:42,0,115,tayangin film indonesia honeymoon dan film bollywood nya lebih banyak lagi seperti happy new years dan lainnya
Netflix,Diki Solihin,1,payah GK bisa berhenti langganan saldo gue tiap bulan hangus nyangkut di dana anjg,2026-05-21 05:40:24,0,82,payah gk bisa berhenti langganan saldo gue tiap bulan hangus nyangkut di dana anjg
Netflix,Risnaaullia wati,1,sangat tidak jelassss saya sudah bayar premium tapi pas saya membuka aplikasi malah ke log out tolong diperbaiki,2026-05-21 03:40:02,0,112,sangat tidak jelassss saya sudah bayar premium tapi pas saya membuka aplikasi malah ke log out tolong diperbaiki
Netflix,Evander Bonifatius,1,kenapa nggak bisa mendaftar,2026-05-20 22:43:30,0,27,kenapa nggak bisa mendaftar
Netflix,Mamek Amek,5,good,2026-05-20 22:36:05,0,4,good
Netflix,Yovie Pratama Adhiguna,2,ini kenapa ya? udh berlangganan udh download jga tpi masih ga bisa buat ditonton? akun ditangguhkan segala macem padahal udh berlangganan.,2026-05-20 18:14:38,0,138,ini kenapa ya udh berlangganan udh download jga tpi masih ga bisa buat ditonton akun ditangguhkan segala macem padahal udh berlangganan
Netflix,Iman Maulana,1,sialan dana gue kebayar sendiri ke netflix,2026-05-20 16:35:05,0,42,sialan dana gue kebayar sendiri ke netflix
Netflix,BUNG OTOMOTIF46,1,"saya udah langganan,, eh pas masuk stack di logo,, g mau masuk ke menunya,, gmna nie",2026-05-20 16:06:26,0,84,saya udah langganan eh pas masuk stack di logo g mau masuk ke menunya gmna nie
Netflix,Dj Nes,5,keren euyy,2026-05-20 15:39:51,0,10,keren euyy
Netflix,Adhitya26 Ferdiansyah,1,udh stop langganan masih aja di suruh bayar emang apaan bego. aplikasi pemarasan cih,2026-05-20 13:09:53,0,84,udh stop langganan masih aja di suruh bayar emang apaan bego aplikasi pemarasan cih
Netflix,Czxsus,5,2023 dulu ada film terbaik yaitu Godzilla minus one tapi sekarang kok gak bagus ya 😞,2026-05-20 13:03:13,0,84,dulu ada film terbaik yaitu godzilla minus one tapi sekarang kok gak bagus ya
Netflix,Hersa Family,1,"disini tidak ada fitur hapus history, susah JD nya kalau ngk ad fitur penghapusan history",2026-05-20 10:32:42,0,89,disini tidak ada fitur hapus history susah jd nya kalau ngk ad fitur penghapusan history
Netflix,Kiest Dunda,1,kenapa netflix di HP lebih mudah menontonnya tanpa ada kendala tetapi di buka aplikasi netflix tv nya hanya loading terus. saya cek jaringan saya stabil tidak ada masalah. apakah ada bug khusus netflix tv nya ? tolong pihak netflix memperbaikinya karena saya baca beberapa ulasan memiliki kendala yang sama seperti saya. Terima kasih,2026-05-20 09:17:01,0,333,kenapa netflix di hp lebih mudah menontonnya tanpa ada kendala tetapi di buka aplikasi netflix tv nya hanya loading terus saya cek jaringan saya stabil tidak ada masalah apakah ada bug khusus netflix tv nya tolong pihak netflix memperbaikinya karena saya baca beberapa ulasan memiliki kendala yang sama seperti saya terima kasih
Netflix,Satria Handani,5,seruuuu,2026-05-19 20:45:00,0,7,seruuuu
Netflix,Romi Leseti,1,susah amat di daftarkan,2026-05-19 19:50:44,0,23,susah amat di daftarkan
Netflix,Ferrel Zhafran,1,"ini kenapa sih gk mau mutar video nya cuma ada suara doang, baru langganan lagi yg 125k perbulan padahal pake pribadi dan di hp doang. kecewa bangett inii tolonngggg ajaaaa",2026-05-19 12:05:40,0,172,ini kenapa sih gk mau mutar video nya cuma ada suara doang baru langganan lagi yg k perbulan padahal pake pribadi dan di hp doang kecewa bangett inii tolonngggg ajaaaa
Netflix,Gradasi Design,1,masa tiba tiba di tablet saya gak bisa masuk tablet advan Vx android 11gak ada ko e 109dan saya sudah smua sampai saya hapus uninstajll gk bisa juga,2026-05-19 11:40:16,0,148,masa tiba tiba di tablet saya gak bisa masuk tablet advan vx android gak ada ko e dan saya sudah smua sampai saya hapus uninstajll gk bisa juga
Netflix,fairus sendi,1,"APLIKASI JELEK BNGT, TIAP LOGIN LAG GABISA GAJELASSSSS",2026-05-19 10:13:40,0,54,aplikasi jelek bngt tiap login lag gabisa gajelasssss
Netflix,ilham baru,1,"jelek banget apk ini,stuck di awal mulu,udah rilog tetep aja gitu,langganan mahal mahal malah ga guna",2026-05-19 09:41:37,1,101,jelek banget apk ini stuck di awal mulu udah rilog tetep aja gitu langganan mahal mahal malah ga guna
Netflix,Wira cakti Jala putra,3,"saya tidak tahu saran saya didengar atau tidak, tapi saran saya tolong adakan dan perbaiki masalah fitur gambar dalam gambar atau ""picture in picture"" dalam aplikasi tersebut, saya sudah aktifkan fitur itu di pengaturan HP saya tetapi serial atau film yang saya tonton tidak dapat muncul di layar depan. tolong diperbaiki masalahnya. terima kasih",2026-05-19 05:18:01,0,346,saya tidak tahu saran saya didengar atau tidak tapi saran saya tolong adakan dan perbaiki masalah fitur gambar dalam gambar atau picture in picture dalam aplikasi tersebut saya sudah aktifkan fitur itu di pengaturan hp saya tetapi serial atau film yang saya tonton tidak dapat muncul di layar depan tolong diperbaiki masalahnya terima kasih
Netflix,Yonathan Kaitanus,5,baru buat apa bro,2026-05-19 02:45:47,0,17,baru buat apa bro
Netflix,Mawan Wana,5,netflix good nice👍👍👍,2026-05-19 01:27:24,0,20,netflix good nice
Netflix,Khairina Syahmi eldzaki,5,bagus dah netflix mah,2026-05-18 23:30:44,0,21,bagus dah netflix mah
Netflix,Windhi Setyaningrum,1,"masa udah berhenti langganan masih ada tagihan pembayaran, mana udah konfirmasi ke email nggk dibales"" , gimana ini pihak netflix? sini udah logout mau login masa harus langganan lagi bayar lagi",2026-05-18 21:59:24,1,194,masa udah berhenti langganan masih ada tagihan pembayaran mana udah konfirmasi ke email nggk dibales gimana ini pihak netflix sini udah logout mau login masa harus langganan lagi bayar lagi
Netflix,Kurniawan,1,aplikasi bodoh gaguna masukin email aja masalah koneksi ga kelar² smpe² di instal pun masih problem nya di koneksi sinyal pdhal sinyal bagus² aja noh.,2026-05-18 20:56:52,0,150,aplikasi bodoh gaguna masukin email aja masalah koneksi ga kelar smpe di instal pun masih problem nya di koneksi sinyal pdhal sinyal bagus aja noh
Netflix,Muh Ferdy,1,"aplikasi babi hhaha, potong dana otomatis",2026-05-18 20:42:31,0,41,aplikasi babi hhaha potong dana otomatis
Netflix,Syahrian,5,excellent,2026-05-18 19:54:53,0,9,excellent
Netflix,FIRRA ZAHEBAA,1,kok ada tulisan something went wrong please try again a few minutes mulu sih kalo pas mau login gabener banget,2026-05-18 19:42:58,0,110,kok ada tulisan something went wrong please try again a few minutes mulu sih kalo pas mau login gabener banget
Netflix,Jose Belo,5,baik,2026-05-18 18:04:14,0,4,baik
Netflix,Hamzah,5,keren,2026-05-18 18:00:00,0,5,keren
