app_name,username,rating,review,date,thumbs_up
Netflix,gabut ajja,5,baguss,2026-05-24 13:58:13,0
Netflix,Archie Dylan,1,gabisa nonton di tablet,2026-05-24 13:40:17,0
Netflix,abie rapfael,1,"i hate your new fiture about household when i just want to chill but i can't because you denied my access for not having the same internet connection with my family. usually it was fine, i was in a different city with my family and i still can watch any movie. but now, you did what you think was good but it's actually the WORST...",2026-05-24 09:53:23,0
Netflix,Alhi Zuko,5,gg apk nonton,2026-05-24 07:22:33,0
Netflix,diana darmilawati,5,bagus,2026-05-24 04:05:20,0
Netflix,ulum putra,5,Bagus,2026-05-24 04:05:18,0
Netflix,Saifur Rohman,5,tolong perbaiki masalah bug..pas mau nonton ehhh g bisa respon,2026-05-24 03:00:53,0
Netflix,Pepuk Kila,5,ok,2026-05-24 00:44:58,0
Netflix,Bapa Opo,5,Ok,2026-05-23 22:10:50,0
Netflix,Choirul Apipudin,5,mantap,2026-05-23 22:10:03,0
Netflix,Muhammad Abbas,5,filmnya update terbaru terus,2026-05-23 19:36:24,0
Netflix,Yeni Dewi Agustiana,1,"padahal sudah daftar langganan, saldo juga sudah berkurang kenapa malah gak berhasil. aplikasi bodoh",2026-05-23 17:54:00,0
Netflix,Mike Wijaya,1,Mj forever 👑,2026-05-23 17:38:41,0
Netflix,yu uy,5,"bagus apknya, banyak banget pilihan film nya.",2026-05-23 14:07:39,0
Netflix,Hunter Hulu Negri,1,"Tolonglah netflik, film yg gua download knp begitu diputar sering nyangkut2 sih😭",2026-05-23 13:48:32,5
Netflix,Aisya,1,"ga jelas, ribet buat akunnya",2026-05-23 12:35:33,0
Netflix,Rarity 12 My Little Pony Equestria Girl,1,sulit untuk login,2026-05-23 12:30:19,0
Netflix,Nofal Nofal,1,saya tidak suka berlangganan mahal sekali perbulan nya tolong lah di ubah tidak ada metode membayar mahal,2026-05-23 10:16:53,0
Netflix,Rafa,5,i di free don't please movie old,2026-05-23 09:54:01,0
Netflix,linda susanti06,1,anehh hpku pake download apk lain bisaa tapi download netflix stuck di 78%,2026-05-23 09:21:00,0
Netflix,inka Limpele,5,very good place to watch and all movies are available,2026-05-23 09:08:31,0
Netflix,Riswan Doank,1,"banyak sekali film yang nggak ada, berasa rugi sekali bayar",2026-05-23 08:45:40,0
Netflix,Hilda Kristiani,1,TOLONGLAH.. SUDAH LANGGANAN NETFLIX TAPI GAK BISA MUTER FILMNYA. MALAH LAYAR HITAM DOANG.,2026-05-22 23:17:56,0
Netflix,Mohammad Rizki Almaudani,1,aplikasi berbayar tapi kualitas nya jelek banget,2026-05-22 22:16:08,0
Netflix,Nandita Pauzi,5,"sebenar nya ga sudiiiii aku kasi reting 5 tapi supaya banyak yang bisa baca aja, jangan download ini deh sumpahhhhhhb udah mahal bayar, malah ga bisa di pake anjirrrr ngeloding mulu, udah di dowload juga sama aja, iya iya bayarnya murah inj 185 anjirrr angussa, GAUSAHH DI DOWNLOAD",2026-05-22 20:08:46,0
Netflix,Caca_joya,2,developer tolong kasih opsi untuk memilih resolusi video yg diinginkan. masa udh langganan tpi ga bisa pilih resolusi? kualitas video selalu tergantung pada jaringan jd bisa berubah-ubah. tolong beri kemudahan bagi pengguna yg membayar.,2026-05-22 19:35:30,0
Netflix,Asyifa Safira,5,sangat menghibur,2026-05-22 19:23:32,0
Netflix,Pillar Irma,2,kok ga bisa putar film..udah langganan kayak begini. Benar² kecewa banget,2026-05-22 18:59:01,0
Netflix,sinyo bastian,2,"sudah logout tapi masih kena potong tarif langganan bulanan, parah nih",2026-05-22 18:40:52,0
Netflix,Tedi Nadia,1,SHOWING MISINFORMATION AND HATRED,2026-05-22 18:20:21,0
Netflix,Sri wahyuni Hatta,5,Sekarang juga!,2026-05-22 14:32:20,0
Netflix,onee chan,4,sejauh ini lancar dan aman. hanya saja saran untuk subtitle untuk gunakan font yang ada borderline nya. supaya tetap bisa dibaca jika latar berwarna sama dengan subtitle. karena itu jadi hal yang mengganggu karena jadi tertinggal alur cerita karena subtitle yang tidak terbaca sebab sewarna dengan latar,2026-05-22 14:11:56,1
Netflix,Hariansyah,1,"aplikasi payah...""Terjadi kesalahan. Coba lagi dalam beberapa menit"" ...tapi ini udah berminggu-minggu. Tolong dong develpoer perbaiki..rugi jdinya.",2026-05-22 09:53:46,0
Netflix,Konan Kalsa,5,Bagus,2026-05-22 01:52:06,0
Netflix,moon nong,5,ok,2026-05-21 23:58:06,0
Netflix,Giman Arpas,4,tidak bisa login tapi seperti nya bagus,2026-05-21 23:45:32,0
Netflix,ayaa haev,1,"leboh suka fitur lama daripada updetan sekarang, suka terjadi kesalahan. masuk hrs lewat kode email",2026-05-21 22:47:22,0
Netflix,Muhammad Aji Alfarizi,1,aplikasi bobrok udah langganan lewat myxl pas login suruh langganan lagi ga jelas buang buang duit aja,2026-05-21 22:29:02,0
Netflix,Agung Rizqi,4,kenapa tiba2 sya nonton layarnya redup tp kalau sedang tdk menonton layarnya terang ..film nya jd gelap semua..tolong donk aplikasinya butuh diapain supaya terang sprti semula,2026-05-21 21:23:37,0
Netflix,Dani Pratomo,1,"2025-2026 people in the third world supposed to allocate money for something more profitable than netflix subscriptions (*) verdict uninstall from all devices, thank Alloh i don't have account yet",2026-05-21 20:22:07,0
Netflix,New Jaguard,1,apk sampah,2026-05-21 19:49:48,0
Netflix,Iky Iki,1,duit saya tiba tiba hilang di dana gk tau kenapa terus ada tulisan Netflix,2026-05-21 19:47:31,0
Netflix,Miftahul ja858,2,"device sudah Widevine L1 jaringan bagus tapi kenapa resolusi video jelek banget, mana kalau download lama banget lagi, uda bayar mahal mahal lebih jernih nonton di lok lok",2026-05-21 19:41:07,0
Netflix,Bintang Kecil,4,dr segi kualitas film tdk ad yg kurang sih. cm masih bnyak drama yg tdk tersedia di sini.,2026-05-21 19:40:36,0
Netflix,Fiq Hafiq,5,best,2026-05-21 17:28:28,0
Netflix,Ferdi An,5,Agus dan oke,2026-05-21 17:22:31,0
Netflix,Nugie Ardiansyah,1,eror trus pas login jadi ga bisa login',2026-05-21 16:59:23,0
Netflix,Emtaztea,5,"sengaja kasih bintang lima supaya terbaca oleh netflix, jangan di persulit dong cara loginnya harus pake verifikasi lah inilah itulahhh, gue juga beli kaliii, kenapa di persulit? please lah netflix buat mudah aja cara loginnya kayak dulu, jangan update sesusah ini, buat login aja susahhhhhhhh minta ampun, plis dehhh ubah lagi ke awal biar login lebih mudah dan pelanggan lebih nyaman, toh juga gue berlangganan udah lama, setia banget kan gue, tolong di perbaiki yaa!!",2026-05-21 16:57:58,1
Netflix,FAHMA IRMA SORAYA,1,"mau login aja ribet banget skrg udah pake pass disuruh pake kode lagi buat apa? udah pake kode login juga disuruh otp lagi, customer beli bukannya dipermudah malah dipersulit. aneh kebijakannya",2026-05-21 14:49:19,0
Netflix,Latif Setiawan,5,bgus,2026-05-21 14:46:28,0
Netflix,Bambang Adip,1,"720p busuk bener kualitasnya, kalah sama youtube ma vidio",2026-05-21 13:59:57,0
Netflix,Nizar Maulana,1,"mau langganan ribet bgt, pake e wallet gabisa, pake bank gabisa dibilang saldo terlalu sedikit, kalo ganiat bikin langganan gausa dibikin langganan",2026-05-21 13:55:11,0
Netflix,Yurisco haikal tasti,1,balikin use pw aja dong gausah verif bikin ribet.,2026-05-21 12:49:33,0
Netflix,Reni Anggraeni,1,"kesell baangt sama aplksi ini aplikasi udah ada bawaan hp g pernah d pake juga .tetibaa nyangkut d email hp , main ambil aja uang yg ada di dana . padahal saya ga pernah nnton Netflix .kesell bgt",2026-05-21 12:18:42,0
Netflix,Richie Wardhana,1,aplikasi tolol buang buang duit aja,2026-05-21 11:39:07,0
Netflix,ulul kholidah24,1,sudah berhenti dari keanggotaan tapi tetap kena bulanan aneh,2026-05-21 10:38:24,0
Netflix,Arinaa Wulandari,5,tayangin film indonesia honeymoon 2013 dan film Bollywood nya lebih banyak lagi seperti happy new years dan lainnya,2026-05-21 05:46:42,0
Netflix,Diki Solihin,1,payah GK bisa berhenti langganan saldo gue tiap bulan hangus nyangkut di dana anjg,2026-05-21 05:40:24,0
Netflix,Risnaaullia wati,1,sangat tidak jelassss saya sudah bayar premium tapi pas saya membuka aplikasi malah ke log out tolong diperbaiki,2026-05-21 03:40:02,0
Netflix,Evander Bonifatius,1,kenapa nggak bisa mendaftar,2026-05-20 22:43:30,0
Netflix,Mamek Amek,5,good,2026-05-20 22:36:05,0
Netflix,Yovie Pratama Adhiguna,2,ini kenapa ya? udh berlangganan udh download jga tpi masih ga bisa buat ditonton? akun ditangguhkan segala macem padahal udh berlangganan.,2026-05-20 18:14:38,0
Netflix,Iman Maulana,1,sialan dana gue kebayar sendiri ke netflix,2026-05-20 16:35:05,0
Netflix,BUNG OTOMOTIF46,1,"saya udah langganan,, eh pas masuk stack di logo,, g mau masuk ke menunya,, gmna nie",2026-05-20 16:06:26,0
Netflix,Dj Nes,5,keren euyy,2026-05-20 15:39:51,0
Netflix,Adhitya26 Ferdiansyah,1,udh stop langganan masih aja di suruh bayar emang apaan bego. aplikasi pemarasan cih,2026-05-20 13:09:53,0
Netflix,Czxsus,5,2023 dulu ada film terbaik yaitu Godzilla minus one tapi sekarang kok gak bagus ya 😞,2026-05-20 13:03:13,0
Netflix,Hersa Family,1,"disini tidak ada fitur hapus history, susah JD nya kalau ngk ad fitur penghapusan history",2026-05-20 10:32:42,0
Netflix,Kiest Dunda,1,kenapa netflix di HP lebih mudah menontonnya tanpa ada kendala tetapi di buka aplikasi netflix tv nya hanya loading terus. saya cek jaringan saya stabil tidak ada masalah. apakah ada bug khusus netflix tv nya ? tolong pihak netflix memperbaikinya karena saya baca beberapa ulasan memiliki kendala yang sama seperti saya. Terima kasih,2026-05-20 09:17:01,0
Netflix,Satria Handani,5,seruuuu,2026-05-19 20:45:00,0
Netflix,Romi Leseti,1,susah amat di daftarkan,2026-05-19 19:50:44,0
Netflix,Ferrel Zhafran,1,"ini kenapa sih gk mau mutar video nya cuma ada suara doang, baru langganan lagi yg 125k perbulan padahal pake pribadi dan di hp doang. kecewa bangett inii tolonngggg ajaaaa",2026-05-19 12:05:40,0
Netflix,Gradasi Design,1,masa tiba tiba di tablet saya gak bisa masuk tablet advan Vx android 11gak ada ko e 109dan saya sudah smua sampai saya hapus uninstajll gk bisa juga,2026-05-19 11:40:16,0
Netflix,Rahmayadi Yosep,5,ok,2026-05-19 10:41:52,0
Netflix,fairus sendi,1,"APLIKASI JELEK BNGT, TIAP LOGIN LAG GABISA GAJELASSSSS",2026-05-19 10:13:40,0
Netflix,ilham baru,1,"jelek banget apk ini,stuck di awal mulu,udah rilog tetep aja gitu,langganan mahal mahal malah ga guna",2026-05-19 09:41:37,1
Netflix,Wira cakti Jala putra,3,"saya tidak tahu saran saya didengar atau tidak, tapi saran saya tolong adakan dan perbaiki masalah fitur gambar dalam gambar atau ""picture in picture"" dalam aplikasi tersebut, saya sudah aktifkan fitur itu di pengaturan HP saya tetapi serial atau film yang saya tonton tidak dapat muncul di layar depan. tolong diperbaiki masalahnya. terima kasih",2026-05-19 05:18:01,0
Netflix,Yonathan Kaitanus,5,baru buat apa bro,2026-05-19 02:45:47,0
Netflix,Mawan Wana,5,netflix good nice👍👍👍,2026-05-19 01:27:24,0
Netflix,Khairina Syahmi eldzaki,5,bagus dah netflix mah,2026-05-18 23:30:44,0
Netflix,Windhi Setyaningrum,1,"masa udah berhenti langganan masih ada tagihan pembayaran, mana udah konfirmasi ke email nggk dibales"" , gimana ini pihak netflix? sini udah logout mau login masa harus langganan lagi bayar lagi",2026-05-18 21:59:24,1
Netflix,Micchael Anderson,5,good,2026-05-18 21:02:04,0
Netflix,Kurniawan,1,aplikasi bodoh gaguna masukin email aja masalah koneksi ga kelar² smpe² di instal pun masih problem nya di koneksi sinyal pdhal sinyal bagus² aja noh.,2026-05-18 20:56:52,0
Netflix,Muh Ferdy,1,"aplikasi babi hhaha, potong dana otomatis",2026-05-18 20:42:31,0
Netflix,Syahrian,5,excellent,2026-05-18 19:54:53,0
Netflix,FIRRA ZAHEBAA,1,kok ada tulisan something went wrong please try again a few minutes mulu sih kalo pas mau login gabener banget,2026-05-18 19:42:58,0
Netflix,Jose Belo,5,baik,2026-05-18 18:04:14,0
Netflix,Hamzah,5,keren,2026-05-18 18:00:00,0
Netflix,Qonita fauziah,1,"Saya berlangganan setiap bulan nya. tapi sangat di sayangkan, kenapa saat ini aplikasi Netflix tidak dapat di gunakan di perangkat Android BOX 🥹 . ketahuilah tidak semua orang mampu membeli TV bagus atau TV modern . Saat ini keluarga saya tidak bisa lagi melihat tayangan Netflix karena perangkat Saya (Android BOX) TIDAK LAGI DI DUKUNG OLEH NETFLIX setelah MELAKUKAN PEMBARUAN/UPDATE aplikasi . saya harap menjadi bahan pertimbangan, dan saya bisa menikmati kembali tayangan di aplikasi NETFLIX 🥹",2026-05-18 17:19:38,2
Netflix,Agung Hesa,1,"jelek, gw kemarin nonton aot bisa, sekarang ag bisa. pas gw coba pake vpn ke jepang baru bisa nonton, ga jelas ni percuma gw bayar, minimal gw dah bayar film nya jangan di batasin di beberapa server doang kek, itu mah hitungannya mau ambil untung sendiri",2026-05-18 17:15:38,2
Netflix,Iraawww.24,1,kurang menarik dan ribet,2026-05-18 16:30:44,0
Netflix,Hangesa Eca,1,udah langganan malah erorr gak bisa di bukaa,2026-05-18 15:39:11,0
Netflix,muhammad ikum,2,"nyesel beli netflix sekarang tiba"" paketnya terhenti belum sebulan baru seminggu lebih terus dipakek buat 2 device 2 HP paket 65 malah gak bisa anehh padahal di diskripsi nya bisa 1-4 device selain TV",2026-05-18 13:57:02,0
Netflix,faizal bobby,5,hiburan dalam satu genggaman,2026-05-18 12:01:07,0
Netflix,Purnomo aji Ramadhan,1,sudah berlangganan tapi ko malah GK bisa di buka aplikasi nya pea banget rugi dah kalo begini,2026-05-18 08:12:39,0
Netflix,Jaliyia Burke,5,Great Apps to watching all favorite movie including of Kids Feature !! My niece able to watch her favorite movie without worried about adults content. This is such a good apps !!,2026-05-18 07:58:12,0
Netflix,fitri Rupdianah (pipit),2,"2 bulan lalu bisa buka pakai perangkat yang ini, sekarang ga bisa. padahal perangkat yg sama.",2026-05-18 04:08:59,1
Netflix,Aldi Ferdiansyah,1,aplikasinya payah,2026-05-17 23:11:38,0
Netflix,Arif Rivandi,1,Netflix sekarang gak asyik udh kebanyakan film indonesia nya dari pada film Hollywood nya..,2026-05-17 22:22:32,1
Netflix,Wahyu 86,5,top,2026-05-17 21:56:46,0
Netflix,Azriel Mulyadi,1,"kurang bagus sekarang, terlalu makan kuota berlebihan dan untuk mengulang harus makan kuota kembali, boros.... ga sesuai",2026-05-17 20:41:02,0
Netflix,Fauzannur Muh,1,tolong di perbaiki lagi soalnya apknya kadang eror padahal bayar,2026-05-17 20:30:00,0
Netflix,Rendy Muhammad Fajri,1,"ribet banget udah beli akun netflix malah gak bisa dipake karena bukan pakai wifi rumah, UBAH WOY KETENTUANNYA!!!! SAYA SUDAH BAYAR MALAH GAK BISA PAKAI KARENA BEDA WIFI RUMAH SAJA!!!",2026-05-17 19:59:48,0
Netflix,Andri,1,apknya bagus saya aja yang jahat,2026-05-17 18:45:31,0
Netflix,PANGERAN TANDY,5,video bikin bisa dalam nefilix,2026-05-17 17:00:06,1
Netflix,Jihan Zahra,5,love,2026-05-17 16:13:31,0
Netflix,Stanley Payne,5,very good i really like it,2026-05-17 13:43:49,0
Netflix,MUHAMMAD ALFATIR,1,daftar aj harus bayar👎🏻,2026-05-17 12:44:48,0
Netflix,edelweiss jawa,4,"good cuma......,sbr kapan Wak💃",2026-05-17 12:35:14,0
Netflix,Akun baru Baru,5,lumayan🤞,2026-05-17 12:34:11,0
Netflix,nurul yeni,2,"parah sih kataku, msak bisa log out otomatis, trus film yg d download bisa tiba2 hilng semua, klo gitu ngpain ada menu download???",2026-05-17 11:12:18,0
Netflix,THE WAY,5,bagus,2026-05-17 10:57:33,0
Netflix,Okta Nugraha,5,goog job..,2026-05-17 09:25:20,0
Netflix,liaa 23,1,saya sudah berhenti langganan tapi saldo saya tetap dipotong,2026-05-17 07:59:59,0
Netflix,Faqiii Indrii,1,sangat buhruk jangan di donglod,2026-05-17 07:02:52,0
Netflix,Wildan Aditya,1,gj bgt uang gw di dana ke potong apk ini tolol,2026-05-17 03:03:09,0
Netflix,Dia Wulandari,1,login gak bisa,2026-05-16 23:16:50,0
Netflix,Tyas Ayu,1,uda langganan ga bs login aneh,2026-05-16 22:39:10,0
Netflix,Oga,4,add Berserk anime,2026-05-16 20:31:42,0
Netflix,04. Ardan Widartha,1,susah masuk kesalahan trus,2026-05-16 20:21:55,0
Netflix,Ayana delia,3,"kenapa sih netflix banyak film yang ga ada? padahal udah bayar mahal² kirain netflix itu nyedian bnyak film baru, dan update! sumpah, mau nonton ini ga ada, tolong lebih update!",2026-05-16 20:11:15,0
Netflix,Azka Zaina,3,maaf mau nanya doang kalo mau nonton bayar gak sama daftar gak🙏,2026-05-16 19:45:25,0
Netflix,To The point,1,"Bintang 1 untuk pengalaman terburuk saya dengan Netflix lewat MyTelkomsel. Paket sudah dibeli pakai pulsa, uang sudah masuk, tapi akun Netflix malah tidak bisa dipakai login sama sekali. Disuruh OTP terus, diarahkan ke halaman yang membingungkan, dan ujung-ujungnya tetap gagal masuk. Yang paling mengecewakan, customer service juga tidak memberikan solusi jelas walaupun sudah berkali-kali dihubungi. Buat apa jual paket Netflix kalau aktivasi saja berantakan seperti ini? Sangat merugikan pelanggan",2026-05-16 18:34:40,0
Netflix,Kanza Sudrajat,5,Gataw,2026-05-16 18:19:17,0
Netflix,tyas ayu,1,"g like bgt, skrg mau login aja susahnya g ketolong ampun dah gua mah",2026-05-16 17:41:23,1
Netflix,Alvi Sholeha,1,apasih baru download bikin akun aja harus berbayar apk ga guna,2026-05-16 16:29:11,0
Netflix,Wawan,5,mantap,2026-05-16 15:41:53,0
Netflix,Ragil Wahyuni,2,"Saya merasakan kurang menikmati penggunaan aplikasi ini. Ketika saya ingin melihat film ada kendala teknis, padahal jaringan saya lancar dan tidak ada masalah kerusakan dalam handphone saya. Saya tidak suka atas kekurangan aplikasi anda, membuang uang saya hanya karena ini. Saya berlangganan dengan uang saya dan ingin mendapatkan hiburan film dari aplikasi anda. Tolong diperhatikan hal ini, jangan sampai aplikasi anda mendapatkan respon yang lebih buruk. Terimakasih",2026-05-16 15:41:35,1
Netflix,Rifqi Fakhirul,2,"akunku sudah 10x ganti, tapi tetep tidak May masuk, something wrong, try again in few minute, sudah restart, matiin, hapus cache, banting, bakar celup, tapi tetep gtuuuuu mulu, aku pakai Huawei mate pad 11.5 pro",2026-05-16 15:26:17,0
Netflix,Seo Samuel,1,suka ke log out sendiri,2026-05-16 15:12:24,0
Netflix,Aulia Nurjanah,5,cs nya sangat top😭 terimakasih mba cs 🤍🤍🤍,2026-05-16 15:07:46,0
Netflix,Moch Rokib,1,berapa akun masuk susah haaaaiiiisss,2026-05-16 13:50:20,1
Netflix,Ades Iam,5,lancar,2026-05-16 13:22:53,0
Netflix,Mama Din,1,susah masuk padahal udh bikin beberapa akun tpi ttp aj gbisa bikin akun baru padahal udah pake no telpon jga tpi ttp aj gbisa,2026-05-16 12:03:15,0
Netflix,Rezita Vilami aulia,1,"woii kenapa ya gbisa login di tablet, udh perhatiin versi aplikasi ttp gbsa di putat Vidio nya.",2026-05-16 11:07:52,0
Netflix,Fandi Rafael,1,apk tert*l*l yang pernah saya lihat saya sudah bayar tapi yang dapat kualitas buruk seperti saya gk bisa nonton karena ada yang memakai akun gw terus nonton keluar sendiri gk jelas pokoknya tolong perbaiki jangan diam saja!!!!!!!!,2026-05-16 11:05:48,0
Netflix,Clariza Humayra Alghamiza Setiawan,1,"suka keluar akun sendiri deh, jadi kesel. kayak aplikasi ilegal jdnya",2026-05-16 10:31:18,0
Netflix,Maria Imelda,5,mudah digunakan,2026-05-16 10:29:21,0
Netflix,Elisabeth D. Herlya Nova Azarine,1,gimana sih padahal udah langganan sebulan belum juga sebulan udah gak bisa dipakai suruh bayar lagi,2026-05-16 08:28:59,1
Netflix,Efendi arif Efen,5,mohon bantuannya aya tidak bisa download aplikasi netflix di tv,2026-05-16 08:09:27,0
Netflix,Shinta Devi,1,"gak bisa login dari kemarin, disuruh nunggu beberapa menit terus",2026-05-16 07:48:51,0
Netflix,Sergio Manna,1,kenapa jadi gak bisa nonton ya. aplikasi Ter bapuk tahun 2026,2026-05-16 07:22:35,0
Netflix,M Afriansyah,5,"Suka banget nonton series netflix, apalagi k-drama beuhh 🔥🔥",2026-05-16 04:25:05,0
Netflix,Kevin Corner,2,Mau daftar aja harus bayar dulu,2026-05-16 03:37:57,0
Netflix,Mukhlas Ghozali,5,ok,2026-05-16 03:09:20,0
Netflix,Indra Haji,5,baik,2026-05-15 23:59:01,0
Netflix,Stev Nuswantoro,1,"awal berlangganan lancar jaya semua video.. Mei ini banyak sekali film yang tidak bisa di play, muter-loading lama ga jelas banget.. apalah ini netflix, pls fix it",2026-05-15 23:57:32,3
Netflix,araaa sicantikkk,1,"serius an ini?,masa baru login udh disuruh bayar 😂",2026-05-15 23:46:06,0
Netflix,Age Gumilar,1,"mending mikir dua kali kalo mau ambil paketny , gw ambil paket yg paling mahal , kebanyakan gk bisa dibuka , cuma layar item muter2 doang , padahal jaringan wifi 100 mbps",2026-05-15 22:10:55,0
Netflix,Eklesia Purba,1,anj lah pokoknya apknya,2026-05-15 20:02:56,0
Netflix,Haryanto Art,1,film nya kurang lengkap,2026-05-15 19:41:42,0
Netflix,DEDY PURNOMO,1,"aplikasi jelek, sudah tidak berlanganan masih di potong uang di aplikasi dana saya. nyesel pake netflix",2026-05-15 18:35:00,0
Netflix,Sabrinadebby Ursula,1,sudah berhenti berlangganan tapi saldo masih kepotong,2026-05-15 18:27:33,0
Netflix,Masdian S.Sos.I,5,Sebenarnya banyak film yg mau ditonton tapi tiap bulan belum tentu bisa bayar rutin,2026-05-15 18:22:27,1
Netflix,RIZKY Ramadhan,1,"Sudah muak banget pakai nih aplikasi. Kata sandi salah lah, terjadi kesalahan lah, coba lagi beberapa menit lah.",2026-05-15 16:54:05,1
